product_id,product_name,category,brand,unit_price,unit_cost,launch_date,is_active
323,Nie- Elektronika Eco,Elektronika,Nortex,917.82,531.94,2025-01-25,True
324,Wrogi Dom Basic,Dom i wnętrza,Vantex,61.79,26.35,2024-09-15,True
325,Źródło Akcesoria Pro,Akcesoria,Bellure,246.13,77.44,2025-12-11,True
326,Morski Elektronika Basic,Elektronika,GripPro,583.72,330.08,2026-07-10,True
327,Papież Moda Premium,Moda męska,Nortex,322.08,173.41,2026-05-09,True
328,Literatura Dom Premium,Dom i wnętrza,Ecolen,850.7,376.19,2025-07-24,True
329,Informacja Moda Eco,Moda damska,Nordly,259.83,164.13,2025-09-17,False
330,Pół Sport Classic,Sport,GripPro,160.48,98.45,2024-12-05,True
331,1000 Moda Basic,Moda męska ,Nordly,118.38,69.71,2025-04-20,True
332,Oddawać Dziecko Classic,Dziecko,UrbanLine,38.09,16.62,2026-07-18,True
333,Poduszka Moda Basic,Moda damska,UrbanLine,357.16,187.1,2026-02-17,True
334,Na przykład Uroda Classic,Uroda,Klarra,136.11,50.07,2024-11-17,True
335,Pokryć Moda Basic,Moda damska,Kidzo,332.7,166.56,2025-09-03,True
336,Ósmy Dom Pro,Dom i wnętrza,Tessera,543.23,244.86,2025-10-22,True
337,Szanowny Moda Classic,Moda damska,Vesto,71.94,37.74,2024-11-13,True
338,Program Elektronika Premium,elektronika,GripPro,2226.43,1538.16,2026-07-21,True
339,Katolicki Elektronika Eco,Elektronika,Nordly,2161.21,1487.01,2025-10-08,True
340,Szanowny Sport Classic,Sport,Vesto,78.58,45.25,2025-06-22,True
341,Wielka brytania Dziecko Basic,Dziecko,UrbanLine,141.99,76.94,2025-08-31,True
342,Możliwy Moda Classic,Moda damska,Tessera,68.18,32.96,2024-12-06,True
343,Powodować Elektronika Eco,Elektronika,Nortex,1722.98,700.12,2025-11-13,True
344,Oko Moda Eco,Moda damska,Bellure,335.89,164.28,2025-04-02,True
345,Rząd Moda Eco,Moda męska,Kidzo,283.09,123.21,2026-05-25,True
346,Dziwny Elektronika Pro,Elektronika,Bellure,2002.69,1366.59,2025-11-18,True
347,Stworzyć Dom Classic,Dom i wnętrza,Tessera,768.41,406.02,2026-04-26,True
348,Pochodzenie Moda Pro,Moda damska,Kidzo,290.09,174.07,2025-12-11,True
349,Płyn Moda Basic,Moda damska,Klarra,261.7,132.04,2026-05-05,True
350,Nagle Dom Classic,Dom i wnętrza,UrbanLine,786.99,419.97,2024-09-03,True
351,Czyli Moda Premium,Moda damska,UrbanLine,336.29,176.24,2026-01-10,True
352,Uzyskać Uroda Pro,Uroda,Ecolen,42.97,16.83,2026-03-22,True
353,Śmiech Moda Classic,Moda damska,Ecolen,338.57,180.86,2025-03-14,True
354,Stary Moda Pro,Moda męska,Vantex,261.09,143.66,2026-08-06,True
355,Szereg Dom Eco,dom i wnętrza,Kidzo,577.21,319.04,2025-10-26,True
356,Piłka nożna Dom Eco,Dom i wnętrza,Primo Style,706.58,286.51,2024-11-10,True
357,Jeżeli Dziecko Premium,Dziecko,Nortex,270.14,139.84,2025-04-10,True
358,Nauka Elektronika Basic,Elektronika,Kidzo,1598.92,1044.67,2026-06-09,True
359,Świat Dom Eco,Dom i wnętrza,Ecolen,114.59,58.7,2024-10-22,True
360,Dziki Moda Pro,Moda damska,Aurea,147.35,85.26,2025-12-26,True
361,Bezpieczeństwo Uroda Premium,Uroda,Vantex,26.72,8.64,2025-11-05,True
362,Wewnątrz Moda Premium,Moda męska,Vesto,55.47,34.26,2026-05-15,True
363,Doskonały Dom Premium,Dom i wnętrza,Nordly,875.83,460.42,2024-09-26,True
364,Wreszcie Uroda Classic,Uroda,Klarra,18.85,7.79,2025-03-25,True
365,Jednostka Elektronika Eco,Elektronika,Kidzo,1246.18,873.88,2025-07-31,True
366,Cena Akcesoria Eco,akcesoria,Domora,79.03,41.54,2026-08-06,True
367,Kształt Dom Pro,Dom i wnętrza,Bellure,397.48,164.52,2026-03-01,True
368,Powodować Moda Pro,Moda męska,Bellure,288.73,155.21,2024-12-10,True
369,Organ Uroda Classic,Uroda,Aurea,29.33,15.5,2025-02-24,True
370,Rzym Moda Classic,Moda męska,UrbanLine,381.31,244.7,2024-11-28,True
371,Wykonać Moda Pro,Moda damska,Ecolen,194.64,105.49,2025-11-18,True
372,Ogon Elektronika Premium,Elektronika,Ecolen,1023.11,710.37,2025-02-06,True
373,(…) Dom Pro,Dom i wnętrza,Aurea,885.0,498.12,2025-01-19,True
374,Morski Moda Classic,Moda damska,Klarra,115.72,61.97,2024-09-26,True
375,Ziemniak Moda Basic,Moda damska,Vantex,273.6,168.68,2025-07-17,True
376,Głupi Moda Classic,Moda męska,Bellure,387.55,203.85,2024-12-12,True
377,Kult Elektronika Basic,Elektronika,Vesto,2177.13,1522.99,2026-04-22,True
378,Go Moda Pro,Moda damska,Kidzo,312.97,187.96,2025-11-14,True
379,Okres Elektronika Eco,Elektronika,Ecolen,370.55,273.26,2025-08-18,True
380,Stracić Moda Eco,Moda męska,Nordly,81.23,47.47,2024-11-28,True
381,Pora Moda Eco,Moda damska,Vantex,285.8,130.02,2025-08-14,True
382,Wreszcie Dom Classic,Dom i wnętrza,UrbanLine,81.12,38.77,2025-10-26,True
383,Medycyna Moda Pro,Moda męska,Aurea,135.84,68.68,2025-07-19,True
384,Dym Uroda Classic,Uroda,Lumia,17.02,8.85,2024-10-25,True
385,Pokój Akcesoria Premium,Akcesoria,MaxFit,106.84,66.57,2025-03-14,True
386,Strona Sport Classic,Sport,Aurea,425.14,197.81,2026-04-09,True
387,Profesor Sport Pro,Sport,MaxFit,473.52,235.96,2024-11-26,True
388,Japonia Uroda Premium,Uroda,Ecolen,57.12,23.42,2026-08-06,True
389,Przestępstwo Moda Basic,moda damska,Ecolen,90.3,64.85,2025-12-11,True
390,Rok Moda Eco,Moda męska,Klarra,240.47,131.88,2024-09-05,True
391,Niewolnik Uroda Pro,Uroda,Primo Style,71.8,27.91,2025-04-08,True
392,Góra Moda Premium,Moda męska,Vantex,50.95,28.16,2024-10-05,True
393,Jadalny Moda Classic,Moda męska,Kidzo,181.89,102.53,2025-12-17,True
394,Wieża Uroda Premium,Uroda,Nortex,154.3,57.96,2024-12-19,False
395,Zaraz Uroda Premium,Uroda,Bellure,44.14,20.71,2025-12-28,False
396,Rosnąć Dom Pro,Dom i wnętrza,Vantex,52.61,23.36,2026-06-09,True
397,Tekst Moda Premium,Moda męska,Nortex,57.71,39.06,2026-05-29,True
398,Sześćdziesiąt Moda Premium,Moda damska,UrbanLine,296.07,170.26,2026-03-04,True
399,Literatura Moda Premium,Moda damska,MaxFit,161.2,89.95,2026-03-23,True
400,Dwudziesty Dziecko Basic,Dziecko,Vesto,168.27,91.96,2025-11-21,True
401,Ile Moda Classic,Moda damska,Kidzo,228.5,119.76,2024-10-21,True
402,Rachunek Uroda Classic,Uroda,UrbanLine,58.0,26.93,2024-11-07,True
403,Wspaniały Moda Classic,Moda damska,UrbanLine,352.84,168.58,2026-03-23,True
404,Wpaść Moda Premium,Moda damska,Vesto,276.13,141.64,2025-08-08,True
405,Prawo Uroda Basic,Uroda,Primo Style,111.63,42.94,2026-08-06,True
406,Nosić Uroda Pro,Uroda,Vesto,184.61,92.81,2025-11-17,True
407,Powód Elektronika Pro,Elektronika,Primo Style,537.88,330.71,2024-09-30,True
408,I Uroda Classic,Uroda,Primo Style,59.84,27.81,2025-07-25,True
409,Chemiczny Uroda Pro,Uroda,Domora,166.08,85.58,2025-06-09,True
410,Aż Moda Basic,Moda męska,UrbanLine,163.54,99.94,2025-05-28,True
411,Jadalny Sport Pro,Sport,Kidzo,591.96,231.26,2026-01-10,True
412,Usuwać Uroda Premium,Uroda,Klarra,99.68,58.82,2026-05-08,True
413,Cierpienie Elektronika Basic,Elektronika,Nortex,2255.72,1208.37,2025-11-05,True
414,Źle Sport Pro,Sport,Vantex,549.05,252.51,2024-12-31,True
415,Powstać Moda Classic,moda damska,Kidzo,263.27,170.17,2024-11-17,True
416,Telefon Uroda Premium,Uroda,Vesto,139.55,70.39,2026-06-21,True
417,Czasownik Elektronika Eco,Elektronika,MaxFit,489.22,329.08,2025-08-26,True
418,Analiza Moda Classic,Moda męska,Tessera,128.0,67.79,2026-05-23,True
419,Zgodny Akcesoria Premium,Akcesoria,Klarra,119.2,35.76,2025-11-15,True
420,Szwedzki Moda Pro,Moda damska,Klarra,97.87,55.44,2025-05-01,True
421,Kapelusz Uroda Eco,Uroda,Lumia,183.68,93.04,2025-04-06,True
422,Małpa Uroda Classic,Uroda,UrbanLine,149.58,54.27,2024-11-11,True
423,Powszechny Moda Eco,Moda męska,Vesto,388.14,171.2,2024-10-16,True
424,Leczenie Moda Basic,Moda męska,Ecolen,100.11,53.15,2025-09-09,True
425,Lecz Dziecko Eco,Dziecko,UrbanLine,130.21,60.14,2025-02-02,True
426,Pójść Moda Pro,Moda damska,Ecolen,261.17,166.2,2025-12-30,True
427,Trzydzieści Moda Premium,Moda damska,Domora,99.14,60.41,2025-07-11,True
428,Piwo Dziecko Eco,Dziecko,Bellure,297.58,168.3,2026-03-04,True
429,Latać Dziecko Classic,Dziecko,Kidzo,212.17,97.34,2024-11-03,True
430,Kto Sport Classic,Sport,Aurea,182.76,96.24,2024-10-01,True
431,Następny Moda Pro,Moda męska,Aurea,230.22,124.51,2026-06-12,True
432,Australia Dom Eco,Dom i wnętrza,Domora,301.32,128.83,2025-09-05,False
433,Wejście Dom Classic,Dom i wnętrza,Nortex,61.33,31.26,2026-05-01,True
434,Świat Dom Pro,Dom i wnętrza,Domora,422.44,224.6,2025-09-14,True
435,Lęk Moda Classic,Moda damska,Nordly,214.98,105.13,2024-09-30,True
436,Sąd Sport Premium,Sport,Vesto,204.52,108.04,2025-12-19,True
437,Polski Moda Eco,Moda damska,Nordly,111.67,63.58,2025-07-14,True
438,Robić Moda Premium,Moda damska,Nortex,351.53,177.33,2024-12-11,True
439,Wytwarzać Moda Eco,Moda męska,Klarra,288.35,157.97,2025-11-05,True
440,Piasek Dom Basic,Dom i wnętrza,MaxFit,784.42,502.22,2025-10-15,True
441,Kolega Moda Basic,Moda męska,Nordly,49.94,28.16,2025-12-07,True
442,Tył Moda Basic,Moda męska,Kidzo,116.64,67.82,2025-11-17,False
443,Zawodowy Moda Premium,Moda męska,Aurea,180.79,89.67,2025-11-18,True
444,Rozmawiać Moda Pro,Moda męska,Klarra,398.79,227.61,2024-10-01,False
445,Przyjaciel Uroda Premium,Uroda,Bellure,185.03,96.28,2026-03-22,True
446,Oraz Elektronika Classic,Elektronika,UrbanLine,1438.19,909.42,2026-01-03,True
447,Uśmiech Elektronika Basic,Elektronika,Klarra,2201.36,1171.27,2025-12-02,True
448,Modlitwa Moda Premium,Moda damska,Vantex,329.82,159.84,2026-02-01,True
449,Albo Dom Basic,Dom i wnętrza,Lumia,722.29,426.36,2024-11-15,True
450,Dziób Moda Basic,Moda damska,Vantex,235.02,124.96,2024-09-14,True
451,Wziąć Dom Premium,Dom i wnętrza,MaxFit,308.69,126.73,2025-12-21,True
452,Ziemia Dom Classic,Dom i wnętrza,Kidzo,364.6,140.35,2025-07-26,True
453,Model Dom Eco,Dom i wnętrza,Nortex,232.61,95.25,2024-10-13,True
454,Bo Moda Basic,MODA DAMSKA,Nordly,256.24,130.15,2025-12-26,True
455,Złodziej Dom Pro,Dom i wnętrza,Klarra,566.43,194.04,2026-04-08,True
456,Przyjechać Moda Classic,Moda męska,Domora,225.87,113.43,2025-08-19,True
457,5 Uroda Pro,Uroda,Ecolen,19.46,7.18,2025-05-08,True
458,Listopad Sport Classic,Sport,Bellure,359.7,141.26,2025-09-19,True
459,Stopień Elektronika Premium,Elektronika,Tessera,1538.37,1073.16,2025-12-06,True
460,Wkrótce Moda Eco,Moda damska,Vantex,382.99,226.07,2024-09-01,True
461,Pałac Elektronika Pro,Elektronika,Nortex,528.66,334.28,2026-06-02,False
462,Płeć Elektronika Eco,Elektronika,Bellure,196.66,133.23,2026-06-03,True
463,Piec Dziecko Basic,Dziecko,Nortex,135.04,64.5,2025-02-05,True
464,Wybrać Uroda Premium,Uroda,Nortex,64.57,24.76,2025-03-06,True
465,Towarzystwo Elektronika Basic,Elektronika,Domora,2016.41,1040.78,2025-11-22,True
466,Nasz Moda Pro,Moda damska,Ecolen,296.81,171.49,2025-02-24,False
467,Dziura Uroda Eco,Uroda,Nordly,86.96,38.31,2025-12-06,True
468,Przedmiot Dziecko Eco,Dziecko,Klarra,78.87,36.98,2025-09-30,True
469,Hiszpański Moda Basic,Moda męska,Ecolen,294.26,165.15,2025-02-21,True
470,Zamykać Moda Basic,Moda damska,Aurea,385.65,186.81,2025-08-01,True
471,Internetowy Moda Classic,Moda męska,UrbanLine,329.16,167.7,2025-11-02,True
472,Gwiazdozbiór Uroda Premium,Uroda,Kidzo,180.54,82.05,2025-11-12,True
473,Zakładać Moda Pro,Moda damska,Ecolen,333.91,177.01,2024-12-15,False
474,Styl Sport Classic,Sport,Vesto,377.26,199.22,2025-06-11,True
475,Niechęć Dom Classic,Dom i wnętrza,Nortex,759.04,364.89,2025-01-20,True
476,Prowincja Dziecko Pro,Dziecko,GripPro,276.57,147.3,2025-02-06,False
477,Można Moda Eco,Moda męska,Lumia,335.14,227.01,2024-11-22,True
478,Dodawać Moda Premium,Moda męska,Primo Style,263.59,129.69,2025-07-02,True
479,Studia Dom Eco,Dom i wnętrza,Vantex,537.7,288.59,2026-04-07,True
480,Przeznaczyć Moda Premium,Moda damska,Klarra,117.03,58.35,2024-11-10,True
481,Funkcja Dom Eco,Dom i wnętrza,Kidzo,45.66,26.74,2025-10-06,True
482,Aż Dom Basic,Dom i wnętrza ,Domora,227.72,139.74,2025-05-27,True
483,Natura Moda Classic,Moda damska,Bellure,253.01,144.72,2024-11-26,True
484,Ważny Akcesoria Premium,Akcesoria,GripPro,177.66,79.92,2025-05-31,True
485,Scena Sport Premium,Sport,Tessera,273.07,155.2,2026-08-03,True
486,Powoli Sport Eco,Sport,Primo Style,102.18,58.99,2024-11-04,True
487,Pytanie Dom Pro,Dom i wnętrza,MaxFit,658.07,254.27,2024-10-05,False
488,Cierpieć Moda Pro,Moda damska,Lumia,69.84,41.17,2026-05-11,True
489,Styl Dziecko Premium,Dziecko,Nortex,82.32,33.17,2025-04-28,True
490,Lot Dom Eco,Dom i wnętrza,GripPro,85.68,38.57,2025-09-04,True
491,Suma Moda Classic,Moda damska,Klarra,63.34,32.08,2025-10-19,True
492,Rak Uroda Premium,Uroda,Lumia,168.13,83.91,2025-11-13,True
493,Środek Elektronika Premium,Elektronika,Primo Style,1354.75,769.39,2025-12-20,True
494,Język Uroda Basic,Uroda,Domora,187.98,68.36,2025-12-02,True
495,Naprawdę Dziecko Basic,DZIECKO,Tessera,203.07,93.77,2024-10-09,True
496,Uderzać Sport Pro,Sport,Primo Style,349.51,217.0,2026-07-10,True
497,Słyszeć Dom Premium,Dom i wnętrza,Vesto,178.21,76.75,2025-09-07,True
498,Choroba Dziecko Eco,Dziecko,Bellure,50.9,26.67,2025-07-27,False
499,Raz Uroda Premium,Uroda,Primo Style,146.57,79.44,2026-03-25,True
500,Termin Sport Pro,Sport,Nordly,557.49,231.35,2025-01-08,False
501,Ząb Moda Basic,Moda damska,Aurea,182.75,101.45,2026-04-17,True
502,Pomagać Dziecko Premium,Dziecko,Aurea,190.92,102.07,2025-11-06,True
503,Aż Dom Basic,Dom i wnętrza,Vesto,102.89,47.65,2026-04-10,False
504,Tam Moda Pro,Moda damska,Domora,320.53,184.41,2025-12-21,True
505,Katastrofa Moda Classic,Moda damska,Vantex,52.02,24.71,2025-04-30,True
506,Korona Moda Eco,Moda damska,Tessera,70.55,34.41,2026-06-23,True
507,Dokładny Elektronika Basic,Elektronika,Aurea,1405.82,830.32,2025-07-09,True
508,Ziemia Moda Eco,Moda męska,Klarra,255.21,111.76,2025-09-01,True
509,Powolny Elektronika Eco,Elektronika,Tessera,2301.51,1536.47,2026-04-10,True
510,Historyczny Dom Basic,Dom i wnętrza,Lumia,207.24,103.6,2026-06-09,True
511,Centrum Akcesoria Eco,Akcesoria,Domora,42.23,17.71,2026-05-29,False
512,Plan Sport Basic,Sport,Primo Style,523.79,304.66,2026-03-24,False
513,1 Dom Premium,Dom i wnętrza,Kidzo,715.49,332.35,2025-05-24,False
514,Obowiązek Uroda Pro,Uroda,Vantex,45.19,19.59,2025-12-30,True
515,Staw Moda Eco,Moda męska,Ecolen,163.6,90.56,2026-03-10,True
516,Bać się Moda Pro,Moda damska,Nortex,86.71,48.73,2026-04-21,True
517,Minerał Moda Basic,Moda męska,Bellure,371.19,268.2,2026-02-09,True
518,Jajko Dom Eco,Dom i wnętrza ,Vesto,177.81,85.17,2025-09-16,True
519,Korzeń Dom Basic,Dom i wnętrza,GripPro,373.43,177.0,2024-10-02,True
520,Smutek Moda Eco,Moda damska,Aurea,48.29,23.21,2024-11-05,True
521,Zboże Uroda Pro,Uroda,Nortex,182.58,88.65,2025-06-21,False
522,Pieniądze Dom Eco,Dom i wnętrza,Ecolen,297.53,149.89,2025-09-16,True
523,On Uroda Premium,Uroda,Kidzo,91.48,42.98,2024-12-14,True
524,Skutek Dom Basic,Dom i wnętrza,UrbanLine,566.52,251.8,2025-11-29,True
525,Biuro Sport Pro,Sport,Domora,115.65,52.25,2026-08-06,True
526,Miód Moda Basic,Moda męska,Ecolen,59.8,32.63,2025-12-03,True
527,Potrawa Moda Eco,Moda męska,Nortex,393.12,200.71,2024-11-14,True
528,Wisieć Akcesoria Basic,Akcesoria,MaxFit,85.97,36.21,2024-11-06,True
529,Wódka Dziecko Pro,Dziecko,MaxFit,247.41,119.03,2026-08-06,False
530,Dać Dom Classic,Dom i wnętrza,Kidzo,736.41,330.64,2025-11-29,True
531,Rzucić Uroda Classic,Uroda,Klarra,68.29,33.12,2025-06-21,True
532,Broda Moda Classic,Moda damska,Lumia,86.06,61.12,2026-05-16,True
533,Wojna Moda Classic,Moda damska ,Lumia,200.92,103.37,2025-06-20,True
534,Spać Moda Eco,Moda damska,Klarra,336.91,157.68,2026-01-10,True
535,Nic Moda Basic,Moda damska,MaxFit,315.95,173.11,2025-08-12,True
536,Kij Moda Pro,Moda męska,Vantex,45.91,24.69,2025-02-11,True
537,By Moda Eco,Moda damska,Vantex,312.7,174.37,2024-12-05,True
538,Lis Uroda Basic,Uroda,Domora,17.11,6.36,2025-01-15,True
539,Próba Moda Pro,Moda męska,Nordly,390.31,187.51,2025-10-28,True
540,Zielony Sport Classic,Sport,Nordly,288.0,143.38,2026-04-01,True
541,Całość Elektronika Premium,Elektronika,Lumia,289.3,163.88,2025-04-29,True
542,Wschodni Dom Premium,Dom i wnętrza,Aurea,669.45,332.85,2025-08-09,True
543,Sprawiać Uroda Pro,Uroda,Klarra,80.4,31.26,2026-03-05,True
544,Uwaga Moda Premium,Moda damska,Vantex,360.15,140.69,2026-07-26,True
545,Przyprawa Dom Eco,Dom i wnętrza,UrbanLine,712.75,413.37,2025-06-28,True
546,Taniec Sport Premium,Sport,Klarra,174.16,73.42,2026-04-29,True
547,Ból Moda Eco,Moda damska,Domora,52.83,28.73,2025-11-22,True
548,Fragment Dom Premium,Dom i wnętrza,Domora,601.28,339.42,2026-05-16,True
549,Kaczka Uroda Eco,Uroda,Nordly,125.78,50.96,2025-09-01,True
550,Zawodowy Moda Pro,Moda damska,Vesto,93.06,52.28,2026-01-25,True
551,Szybki Moda Premium,moda męska,Kidzo,223.4,119.29,2024-11-27,True
552,Lekcja Dom Premium,Dom i wnętrza,Aurea,651.07,329.64,2024-10-11,True
553,Spokój Dom Premium,Dom i wnętrza,Nordly,87.28,38.74,2025-03-18,True
554,Zupa Sport Basic,Sport,MaxFit,228.33,134.92,2026-02-21,True
555,Pisanie Akcesoria Premium,akcesoria,Nortex,169.76,71.03,2024-11-18,True
556,Kobiecy Elektronika Premium,Elektronika,Klarra,1666.74,1032.51,2026-02-04,True
557,Łąka Moda Basic,Moda męska,Bellure,134.42,79.64,2025-05-23,True
558,Każdy Dziecko Premium,Dziecko,Klarra,86.88,49.68,2024-11-09,True
559,Rosja Moda Premium,Moda damska,MaxFit,260.4,154.92,2025-09-23,True
560,Szkolny Uroda Eco,Uroda,Klarra,22.3,11.95,2026-07-25,True
561,Płyn Dom Premium,Dom i wnętrza,UrbanLine,723.08,435.22,2026-02-17,True
562,Mgła Elektronika Eco,Elektronika,Ecolen,2037.84,1581.26,2025-11-23,True
563,Chłopak Uroda Eco,Uroda,Nortex,37.29,18.23,2024-12-17,True
564,Jego Dom Pro,Dom i wnętrza,Lumia,350.27,169.98,2025-06-13,True
565,Który Akcesoria Premium,Akcesoria,Tessera,117.82,57.8,2025-01-27,True
566,Oznaczać Sport Pro,Sport,MaxFit,98.26,50.15,2024-12-07,True
567,Wykonywanie Moda Pro,Moda męska,Nortex,358.29,163.44,2026-03-23,True
568,Związek Moda Premium,Moda męska,Tessera,349.09,214.31,2026-04-29,True
569,Rzeczownik Sport Classic,sport,MaxFit,552.79,308.8,2025-07-09,True
570,List Moda Classic,Moda damska,Tessera,342.12,168.68,2026-01-07,True
571,Drzwi Moda Eco,Moda damska,Domora,318.52,152.02,2025-10-24,True
572,Kontynent Dom Basic,Dom i wnętrza,Nordly,885.6,473.98,2026-06-30,True
573,Szczególnie Dom Eco,Dom i wnętrza,Nordly,62.73,30.95,2026-01-01,True
574,Technika Moda Premium,Moda damska,Domora,333.4,181.37,2024-12-30,True
575,Sos Uroda Eco,Uroda,MaxFit,103.02,49.92,2025-10-25,True
576,Oddział Moda Classic,Moda damska,Ecolen,251.53,151.08,2025-09-06,True
577,Dłoń Moda Basic,Moda damska,Primo Style,146.12,98.89,2026-05-06,True
578,Język Moda Pro,Moda męska,Nordly,268.06,159.13,2026-02-05,True
579,Dziewczyna Elektronika Basic,Elektronika,Vantex,441.18,279.03,2025-01-26,True
580,Okres Moda Pro,Moda męska,Ecolen,300.53,164.88,2026-08-06,False
581,Rezultat Dom Classic,Dom i wnętrza,Bellure,111.68,65.91,2024-12-08,True
582,Płakać Elektronika Eco,Elektronika,Vantex,1408.96,874.12,2026-01-18,True
583,Wierny Akcesoria Premium,Akcesoria,Domora,0.0,65.88,2026-03-29,True
584,Rodzinny Dziecko Premium,DZIECKO,Klarra,201.89,81.22,2024-09-13,True
585,Posiadać Uroda Basic,Uroda,Aurea,147.41,51.37,2024-11-16,False
586,R. Dziecko Classic,Dziecko,Ecolen,119.85,48.25,2026-05-31,True
587,Już Dom Pro,Dom i wnętrza,GripPro,895.8,396.66,2025-12-27,True
588,Duński Dom Premium,Dom i wnętrza,Vesto,799.54,282.57,2025-11-24,True
589,Centrum Moda Pro,moda damska,Lumia,179.95,120.15,2024-09-18,False
590,Zwrot Sport Premium,Sport,Kidzo,382.17,171.0,2025-04-14,True
591,Widoczny Dom Classic,DOM I WNĘTRZA,Nordly,719.13,368.68,2025-08-23,True
592,Proces Moda Basic,Moda męska,Vesto,270.24,132.82,2024-10-10,True
593,Pierś Dom Premium,Dom i wnętrza,Ecolen,531.91,335.26,2025-11-18,True
594,Dźwięk Uroda Basic,Uroda,Primo Style,132.71,77.25,2026-03-10,True
595,Zwierzę Dziecko Basic,Dziecko,UrbanLine,108.04,51.81,2024-10-18,True
596,Urodzenie Moda Premium,Moda damska,Vesto,60.08,38.56,2025-04-10,True
597,Odcień Uroda Eco,Uroda,Primo Style,151.57,78.26,2025-09-06,True
598,Świecić Elektronika Eco,Elektronika,Nordly,1127.49,786.7,2024-11-28,True
599,Zmęczony Akcesoria Classic,Akcesoria,Tessera,91.8,35.89,2024-12-22,False
600,Pozostać Moda Basic,Moda damska,Bellure,254.36,137.49,2026-01-05,True
601,Bezpośrednio Moda Pro,Moda męska,Nortex,398.41,224.42,2025-06-16,True
602,Deska Elektronika Eco,Elektronika,Bellure,1607.63,1109.86,2026-03-26,True
603,Nasz Dom Pro,Dom i wnętrza,GripPro,0.0,74.53,2025-05-09,True
604,Chęć Moda Premium,Moda damska,Aurea,244.87,129.46,2025-11-12,True
605,6 Dom Classic,Dom i wnętrza,Lumia,186.23,74.72,2024-09-28,True
606,Polegać Dziecko Classic,Dziecko,Vesto,26.98,10.73,2026-04-29,False
607,Tłuszcz Dom Premium,Dom i wnętrza,MaxFit,263.66,96.84,2026-06-30,False
608,Głupi Moda Pro,Moda męska,Bellure,132.35,74.37,2025-06-13,True
609,Bydło Uroda Premium,Uroda,Vesto,166.86,70.78,2026-03-13,True
610,Prowadzić Moda Eco,Moda damska,Ecolen,203.95,117.91,2025-08-25,True
611,Pozycja Dom Pro,Dom i wnętrza,Vantex,141.66,72.87,2025-08-31,True
612,Ośrodek Moda Basic,Moda damska,Domora,196.27,102.75,2026-01-02,True
613,Telewizja Dom Premium,Dom i wnętrza,Nordly,694.06,364.27,2024-11-02,True
614,Wybuch Moda Basic,Moda męska,Lumia,309.5,146.44,2025-11-19,True
615,Traktować Moda Classic,Moda damska,Lumia,383.38,184.66,2025-02-13,True
616,Sześćdziesiąt Moda Basic,Moda męska,Vantex,365.25,178.07,2025-02-26,True
617,Bronić Elektronika Pro,Elektronika,Domora,715.28,449.72,2026-02-03,True
618,Liczny Moda Eco,Moda męska,Klarra,62.53,41.26,2025-08-22,True
619,Dodać Sport Premium,Sport,Vantex,48.16,24.42,2025-06-07,True
620,! Elektronika Pro,Elektronika,Ecolen,899.99,513.74,2026-05-05,True
621,Szlachetny Moda Pro,moda damska,Kidzo,46.86,26.58,2025-10-20,True
622,Pokonać Elektronika Basic,Elektronika,Vesto,2344.22,1538.07,2024-10-07,True
623,Rosnąć Akcesoria Premium,Akcesoria,Primo Style,113.0,57.85,2026-08-06,True
624,Rachunek Uroda Pro,Uroda,Nortex,59.64,23.0,2025-11-30,True
625,Początek Elektronika Classic,Elektronika,UrbanLine,534.34,297.46,2026-07-07,True
626,Teoria Dziecko Eco,Dziecko,Klarra,219.81,142.66,2025-04-06,True
627,Zimno Elektronika Eco,Elektronika,Klarra,328.53,203.73,2025-02-03,True
628,Chleb Moda Premium,Moda damska,GripPro,345.22,176.78,2025-10-12,True
629,Czoło Uroda Premium,Uroda,Kidzo,106.07,45.54,2025-12-12,True
630,Rynek Uroda Classic,Uroda,GripPro,109.58,50.48,2024-10-05,True
631,Inny Uroda Eco,Uroda,GripPro,94.74,34.23,2026-07-09,True
632,Pewien Uroda Classic,Uroda,UrbanLine,162.9,72.64,2025-12-13,True
633,Wciąż Uroda Pro,Uroda,GripPro,95.44,54.77,2025-10-21,True
634,Morze śródziemne Moda Eco,Moda męska,Lumia,61.42,29.33,2025-09-22,True
635,Poziom Moda Pro,Moda damska,Bellure,329.31,166.2,2026-03-18,True
636,Ryż Moda Premium,Moda męska,Primo Style,111.49,60.86,2025-02-28,True
637,Przeszłość Moda Pro,Moda damska,Klarra,98.29,62.05,2025-09-07,True
638,20 Uroda Classic,Uroda,Ecolen,50.65,20.07,2026-05-13,True
639,Zawartość Moda Eco,Moda damska,GripPro,355.65,186.63,2025-07-03,False
640,Dodawać Moda Premium,moda męska,Tessera,393.6,230.57,2026-02-23,True
641,Uzyskać Moda Premium,Moda damska,Aurea,48.78,26.62,2026-06-01,True
642,Świeca Elektronika Classic,Elektronika,Domora,1368.82,819.22,2025-08-20,True
643,Zimno Moda Basic,moda damska,Kidzo,76.97,47.93,2025-05-12,True
644,Chłopiec Dom Classic,DOM I WNĘTRZA,Tessera,702.88,376.31,2026-07-24,True
645,Herbata Dziecko Basic,Dziecko,Domora,86.24,30.34,2026-03-20,True
646,Sześć Dom Eco,dom i wnętrza,Klarra,529.82,272.35,2025-11-18,False
647,Wynosić Moda Basic,Moda męska,Lumia,326.25,196.92,2025-09-23,True
